,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_charge,total_night_minutes,total_night_charge,total_intl_minutes,total_intl_charge,TARGET
2566,168.6,28.66,187.7,15.95,216.5,9.74,14.4,3.89,0
2567,247.2,42.02,303.7,25.81,105.4,4.74,9.3,2.51,1
2568,224.2,38.11,243.3,20.68,147.8,6.65,12.0,3.24,0
2569,166.9,28.37,221.8,18.85,243.9,10.98,12.8,3.46,0
2570,118.4,20.13,144.1,12.25,158.1,7.11,8.5,2.3,0
2571,190.9,32.45,226.6,19.26,230.1,10.35,7.8,2.11,0
2572,317.8,54.03,152.9,13.0,123.4,5.55,10.4,2.81,1
2573,312.0,53.04,180.0,15.3,168.6,7.59,12.8,3.46,1
2574,146.0,24.82,203.0,17.26,151.8,6.83,13.3,3.59,0
2575,131.6,22.37,179.3,15.24,251.2,11.3,15.5,4.19,1
2576,193.4,32.88,231.6,19.69,226.2,10.18,11.1,3.0,0
2577,185.1,31.47,213.0,18.11,196.1,8.82,8.5,2.3,0
2578,193.3,32.86,169.0,14.37,225.2,10.13,11.8,3.19,0
2579,146.4,24.89,196.5,16.7,230.1,10.35,7.8,2.11,0
2580,71.2,12.1,304.4,25.87,183.3,8.25,8.6,2.32,0
2581,123.2,20.94,190.0,16.15,170.3,7.66,12.9,3.48,1
2582,205.0,34.85,140.9,11.98,272.6,12.27,7.5,2.03,0
2583,128.7,21.88,240.8,20.47,237.7,10.7,12.8,3.46,0
2584,216.9,36.87,211.0,17.94,179.8,8.09,11.4,3.08,0
2585,150.0,25.5,218.5,18.57,212.4,9.56,9.8,2.65,0
2586,164.1,27.9,206.0,17.51,194.7,8.76,11.4,3.08,0
2587,212.0,36.04,226.6,19.26,193.6,8.71,8.9,2.4,0
2588,167.3,28.44,194.7,16.55,236.7,10.65,12.0,3.24,0
2589,154.4,26.25,217.2,18.46,185.4,8.34,13.9,3.75,0
2590,177.3,30.14,211.8,18.0,240.2,10.81,9.3,2.51,0
2591,231.2,39.3,267.8,22.76,240.3,10.81,8.8,2.38,1
2592,202.9,34.49,178.6,15.18,203.8,9.17,12.8,3.46,0
2593,149.6,25.43,200.7,17.06,181.2,8.15,14.3,3.86,0
2594,345.3,58.7,203.4,17.29,217.5,9.79,11.8,3.19,1
2595,264.9,45.03,281.2,23.9,166.1,7.47,8.4,2.27,1
2596,122.0,20.74,138.3,11.76,224.2,10.09,5.8,1.57,0
2597,177.2,30.12,270.4,22.98,231.5,10.42,14.0,3.78,0
2598,133.1,22.63,206.5,17.55,221.6,9.97,10.3,2.78,0
2599,225.1,38.27,279.5,23.76,233.8,10.52,8.8,2.38,1
2600,208.4,35.43,174.4,14.82,310.7,13.98,11.2,3.02,0
2601,173.1,29.43,247.2,21.01,158.7,7.14,11.5,3.11,0
2602,162.4,27.61,167.0,14.2,128.9,5.8,11.4,3.08,1
2603,281.2,47.8,178.2,15.15,244.2,10.99,6.4,1.73,0
2604,208.3,35.41,169.4,14.4,102.0,4.59,15.9,4.29,0
2605,243.4,41.38,273.8,23.27,282.9,12.73,14.1,3.81,0
2606,224.2,38.11,314.9,26.77,182.9,8.23,16.1,4.35,1
2607,189.3,32.18,239.3,20.34,89.7,4.04,9.9,2.67,0
2608,168.3,28.61,270.9,23.03,222.5,10.01,6.7,1.81,0
2609,232.9,39.59,152.1,12.93,344.3,15.49,10.7,2.89,0
2610,155.0,26.35,142.4,12.1,143.7,6.47,5.9,1.59,0
2611,154.4,26.25,203.8,17.32,158.7,7.14,11.8,3.19,0
2612,234.7,39.9,195.7,16.63,253.4,11.4,8.4,2.27,0
2613,240.0,40.8,141.0,11.99,128.9,5.8,7.1,1.92,0
2614,298.4,50.73,270.5,22.99,107.3,4.83,12.2,3.29,1
2615,166.0,28.22,236.1,20.07,134.3,6.04,10.9,2.94,0
2616,111.6,18.97,213.3,18.13,267.6,12.04,16.0,4.32,0
2617,174.5,29.67,180.2,15.32,179.0,8.06,10.7,2.89,0
2618,175.5,29.84,210.6,17.9,294.8,13.27,6.9,1.86,0
2619,157.5,26.78,189.6,16.12,227.0,10.22,11.1,3.0,1
2620,206.2,35.05,176.4,14.99,297.1,13.37,11.0,2.97,0
2621,207.5,35.28,201.0,17.09,164.5,7.4,7.5,2.03,0
2622,144.8,24.62,206.2,17.53,255.4,11.49,11.6,3.13,0
2623,258.8,44.0,129.5,11.01,193.6,8.71,10.9,2.94,0
2624,226.9,38.57,182.2,15.49,203.9,9.18,11.6,3.13,1
2625,152.9,25.99,171.2,14.55,257.0,11.57,12.0,3.24,0
2626,156.7,26.64,236.5,20.1,123.2,5.54,12.6,3.4,0
2627,150.8,25.64,295.9,25.15,247.2,11.12,12.5,3.38,0
2628,221.0,37.57,204.5,17.38,118.0,5.31,6.8,1.84,0
2629,322.4,54.81,283.2,24.07,209.5,9.43,6.7,1.81,1
2630,153.6,26.11,262.1,22.28,225.5,10.15,9.8,2.65,0
2631,215.1,36.57,138.9,11.81,146.2,6.58,12.4,3.35,0
2632,174.4,29.65,196.7,16.72,127.4,5.73,11.8,3.19,0
2633,180.5,30.69,230.0,19.55,232.5,10.46,10.6,2.86,0
2634,123.1,20.93,182.0,15.47,244.6,11.01,12.6,3.4,0
2635,165.7,28.17,257.4,21.88,170.8,7.69,10.0,2.7,0
2636,200.2,34.03,118.7,10.09,236.6,10.65,6.0,1.62,0
2637,154.8,26.32,287.7,24.45,208.4,9.38,5.9,1.59,0
2638,125.4,21.32,261.5,22.23,241.6,10.87,11.4,3.08,0
2639,184.2,31.31,312.6,26.57,264.0,11.88,12.2,3.29,0
2640,274.7,46.7,193.5,16.45,299.6,13.48,10.8,2.92,0
2641,142.0,24.14,241.6,20.54,302.0,13.59,11.3,3.05,0
2642,151.5,25.76,147.8,12.56,210.4,9.47,10.0,2.7,0
2643,124.8,21.22,133.0,11.31,160.3,7.21,10.6,2.86,0
2644,179.2,30.46,222.9,18.95,188.2,8.47,12.4,3.35,0
2645,246.4,41.89,182.0,15.47,157.6,7.09,12.1,3.27,1
2646,232.7,39.56,186.4,15.84,153.3,6.9,11.5,3.11,0
2647,288.0,48.96,255.8,21.74,233.4,10.5,13.4,3.62,1
2648,170.8,29.04,236.7,20.12,294.5,13.25,12.7,3.43,0
2649,216.1,36.74,197.5,16.79,217.8,9.8,9.8,2.65,0
2650,138.7,23.58,215.4,18.31,164.3,7.39,4.9,1.32,0
2651,210.7,35.82,238.7,20.29,253.6,11.41,9.2,2.48,0
2652,181.8,30.91,158.1,13.44,266.2,11.98,9.7,2.62,0
2653,61.6,10.47,255.1,21.68,225.9,10.17,12.4,3.35,0
2654,207.7,35.31,196.7,16.72,261.7,11.78,6.8,1.84,0
2655,219.2,37.26,167.0,14.2,161.4,7.26,10.0,2.7,0
2656,227.0,38.59,258.7,21.99,169.7,7.64,8.9,2.4,0
2657,245.9,41.8,240.1,20.41,158.7,7.14,8.9,2.4,0
2658,257.3,43.74,184.8,15.71,108.9,4.9,13.5,3.65,0
2659,121.1,20.59,216.0,18.36,235.1,10.58,16.1,4.35,0
2660,301.5,51.26,257.7,21.9,132.9,5.98,13.4,3.62,1
2661,233.9,39.76,218.9,18.61,182.9,8.23,9.5,2.57,0
2662,99.6,16.93,308.7,26.24,161.2,7.25,13.7,3.7,1
2663,169.8,28.87,183.1,15.56,395.0,17.77,12.7,3.43,0
2664,198.8,33.8,166.6,14.16,198.5,8.93,14.4,3.89,1
2665,116.2,19.75,229.7,19.52,204.2,9.19,10.1,2.73,0
2666,255.9,43.5,140.9,11.98,308.9,13.9,12.1,3.27,1
2667,187.7,31.91,221.0,18.79,145.7,6.56,10.0,2.7,0
2668,195.9,33.3,213.9,18.18,88.2,3.97,8.6,2.32,0
2669,129.4,22.0,185.4,15.76,204.7,9.21,1.1,0.3,0
2670,221.0,37.57,151.0,12.84,179.0,8.06,9.0,2.43,0
2671,140.5,23.89,186.8,15.88,227.0,10.22,9.5,2.57,0
2672,277.9,47.24,155.8,13.24,256.9,11.56,9.2,2.48,1
2673,224.9,38.23,250.0,21.25,216.1,9.72,6.7,1.81,1
2674,109.1,18.55,217.4,18.48,188.4,8.48,12.8,3.46,0
2675,207.8,35.33,123.5,10.5,291.6,13.12,5.7,1.54,0
2676,205.9,35.0,257.1,21.85,209.0,9.4,12.1,3.27,0
2677,308.6,52.46,150.8,12.82,198.7,8.94,7.3,1.97,1
2678,242.6,41.24,209.0,17.77,219.7,9.89,14.4,3.89,0
2679,229.6,39.03,138.1,11.74,250.8,11.29,3.3,0.89,0
2680,166.0,28.22,233.9,19.88,170.1,7.65,7.7,2.08,0
2681,144.8,24.62,200.6,17.05,208.8,9.4,13.3,3.59,1
2682,106.1,18.04,123.5,10.5,96.4,4.34,12.9,3.48,0
2683,221.8,37.71,166.0,14.11,210.2,9.46,13.2,3.56,0
2684,204.6,34.78,212.5,18.06,182.1,8.19,9.8,2.65,0
2685,213.5,36.3,166.6,14.16,122.0,5.49,14.1,3.81,0
2686,152.0,25.84,274.9,23.37,162.4,7.31,10.0,2.7,0
2687,260.8,44.34,163.7,13.91,271.7,12.23,17.0,4.59,1
2688,166.4,28.29,317.0,26.95,160.4,7.22,10.0,2.7,0
2689,177.9,30.24,167.3,14.22,223.7,10.07,15.2,4.1,0
2690,235.1,39.97,196.8,16.73,259.7,11.69,7.0,1.89,0
2691,186.8,31.76,173.7,14.76,250.9,11.29,9.7,2.62,0
2692,268.4,45.63,174.4,14.82,193.5,8.71,11.6,3.13,0
2693,192.1,32.66,249.8,21.23,132.6,5.97,7.3,1.97,0
2694,240.7,40.92,269.4,22.9,187.1,8.42,10.1,2.73,1
2695,179.9,30.58,149.8,12.73,168.2,7.57,9.8,2.65,0
2696,314.1,53.4,222.4,18.9,259.0,11.66,12.3,3.32,1
2697,162.0,27.54,324.7,27.6,160.1,7.2,11.9,3.21,0
2698,175.8,29.89,274.3,23.32,226.6,10.2,12.4,3.35,0
2699,109.4,18.6,207.5,17.64,135.0,6.08,11.6,3.13,0
2700,255.1,43.37,230.6,19.6,218.0,9.81,8.5,2.3,1
2701,208.7,35.48,173.3,14.73,264.7,11.91,8.3,2.24,0
2702,214.6,36.48,96.6,8.21,170.7,7.68,7.9,2.13,0
2703,49.2,8.36,143.9,12.23,203.0,9.14,12.1,3.27,0
2704,141.3,24.02,134.9,11.47,227.5,10.24,11.2,3.02,0
2705,253.2,43.04,237.9,20.22,154.3,6.94,9.7,2.62,0
2706,206.0,35.02,198.1,16.84,135.9,6.12,13.2,3.56,0
2707,40.4,6.87,172.4,14.65,145.1,6.53,9.0,2.43,0
2708,291.2,49.5,234.2,19.91,191.7,8.63,8.9,2.4,1
2709,71.2,12.1,124.7,10.6,155.5,7.0,11.7,3.16,0
2710,261.8,44.51,245.0,20.83,202.1,9.09,14.7,3.97,1
2711,191.3,32.52,261.5,22.23,182.3,8.2,10.0,2.7,0
2712,133.3,22.66,255.5,21.72,228.6,10.29,11.6,3.13,0
2713,183.6,31.21,203.8,17.32,166.9,7.51,6.0,1.62,0
2714,155.2,26.38,195.5,16.62,170.1,7.65,15.4,4.16,0
2715,283.1,48.13,185.4,15.76,312.8,14.08,6.1,1.65,0
2716,186.5,31.71,178.0,15.13,215.6,9.7,12.1,3.27,0
2717,163.3,27.76,136.0,11.56,249.1,11.21,4.3,1.16,0
2718,203.4,34.58,182.9,15.55,213.7,9.62,13.8,3.73,0
2719,178.1,30.28,212.8,18.09,226.3,10.18,10.0,2.7,0
2720,195.9,33.3,89.1,7.57,302.2,13.6,10.3,2.78,0
2721,295.3,50.2,127.4,10.83,166.8,7.51,9.6,2.59,0
2722,136.1,23.14,156.3,13.29,158.8,7.15,10.1,2.73,0
2723,114.1,19.4,161.5,13.73,176.3,7.93,13.0,3.51,0
2724,279.1,47.45,180.5,15.34,217.5,9.79,9.5,2.57,1
2725,169.3,28.78,139.5,11.86,197.0,8.87,12.0,3.24,0
2726,214.4,36.45,138.0,11.73,148.7,6.69,9.9,2.67,0
2727,255.8,43.49,142.7,12.13,181.2,8.15,11.7,3.16,0
2728,148.2,25.19,285.1,24.23,166.4,7.49,6.2,1.67,0
2729,119.3,20.28,223.9,19.03,211.9,9.54,8.7,2.35,0
2730,192.3,32.69,199.9,16.99,244.2,10.99,14.8,4.0,0
2731,245.2,41.68,217.2,18.46,243.1,10.94,13.9,3.75,1
2732,216.2,36.75,363.7,30.91,126.7,5.7,16.9,4.56,1
2733,172.4,29.31,256.6,21.81,235.3,10.59,0.0,0.0,0
2734,175.3,29.8,153.3,13.03,233.6,10.51,11.1,3.0,0
2735,169.0,28.73,188.8,16.05,213.3,9.6,13.3,3.59,1
2736,2.6,0.44,254.0,21.59,242.7,10.92,9.2,2.48,0
2737,184.1,31.3,211.7,17.99,243.0,10.93,9.9,2.67,0
2738,181.9,30.92,151.5,12.88,143.0,6.44,7.5,2.03,0
2739,160.1,27.22,210.0,17.85,139.1,6.26,10.8,2.92,0
2740,189.8,32.27,173.7,14.76,257.1,11.57,10.3,2.78,0
2741,223.2,37.94,216.5,18.4,214.7,9.66,12.4,3.35,0
2742,216.0,36.72,225.1,19.13,234.7,10.56,10.7,2.89,0
2743,198.5,33.75,266.6,22.66,243.3,10.95,8.0,2.16,0
2744,159.5,27.12,195.4,16.61,102.4,4.61,7.1,1.92,0
2745,105.0,17.85,180.6,15.35,174.1,7.83,10.2,2.75,1
2746,204.5,34.77,162.4,13.8,155.0,6.98,13.4,3.62,0
2747,274.0,46.58,231.8,19.7,283.6,12.76,6.2,1.67,1
2748,158.7,26.98,181.7,15.44,177.3,7.98,7.7,2.08,0
2749,229.9,39.08,202.4,17.2,171.4,7.71,14.2,3.83,0
2750,137.8,23.43,187.7,15.95,146.4,6.59,8.7,2.35,0
2751,179.4,30.5,270.4,22.98,191.0,8.59,7.9,2.13,0
2752,139.3,23.68,178.3,15.16,246.5,11.09,8.1,2.19,0
2753,7.8,1.33,171.4,14.57,186.5,8.39,12.9,3.48,0
2754,183.1,31.13,147.4,12.53,350.2,15.76,11.3,3.05,0
2755,206.9,35.17,262.4,22.3,149.3,6.72,10.7,2.89,0
2756,140.0,23.8,153.7,13.06,50.1,2.25,12.5,3.38,0
2757,179.2,30.46,283.3,24.08,285.4,12.84,5.8,1.57,0
2758,177.4,30.16,240.3,20.43,237.3,10.68,12.0,3.24,0
2759,115.6,19.65,167.8,14.26,141.8,6.38,12.6,3.4,0
2760,237.3,40.34,176.7,15.02,263.4,11.85,14.2,3.83,1
2761,181.5,30.86,187.0,15.9,220.3,9.91,10.5,2.84,0
2762,51.5,8.76,164.0,13.94,169.4,7.62,9.5,2.57,0
2763,155.7,26.47,185.4,15.76,192.7,8.67,8.2,2.21,0
2764,245.0,41.65,265.0,22.53,239.7,10.79,14.9,4.02,0
2765,131.7,22.39,163.1,13.86,201.1,9.05,10.7,2.89,0
2766,111.1,18.89,313.4,26.64,215.7,9.71,10.5,2.84,0
2767,88.5,15.05,324.8,27.61,79.9,3.6,8.2,2.21,0
2768,116.0,19.72,150.1,12.76,246.8,11.11,12.0,3.24,0
2769,155.5,26.44,133.1,11.31,253.1,11.39,9.1,2.46,0
2770,106.5,18.11,225.7,19.18,188.6,8.49,5.7,1.54,0
2771,175.2,29.78,199.2,16.93,219.8,9.89,13.2,3.56,0
2772,154.7,26.3,177.8,15.11,172.9,7.78,5.9,1.59,1
2773,247.2,42.02,225.5,19.17,186.3,8.38,6.1,1.65,1
2774,218.4,37.13,236.7,20.12,192.2,8.65,13.2,3.56,1
2775,227.5,38.68,234.9,19.97,166.4,7.49,9.0,2.43,0
2776,185.0,31.45,249.5,21.21,157.8,7.1,7.4,2.0,0
2777,186.8,31.76,253.4,21.54,273.1,12.29,12.3,3.32,0
2778,158.8,27.0,211.8,18.0,198.1,8.91,10.3,2.78,0
2779,208.7,35.48,212.8,18.09,178.1,8.01,8.5,2.3,0
2780,185.9,31.6,212.0,18.02,282.3,12.7,11.3,3.05,0
2781,222.5,37.83,169.7,14.42,264.3,11.89,9.0,2.43,0
2782,201.1,34.19,170.7,14.51,237.4,10.68,11.6,3.13,0
2783,167.9,28.54,243.7,20.71,211.9,9.54,9.1,2.46,0
2784,239.1,40.65,243.5,20.7,230.9,10.39,10.9,2.94,1
2785,175.7,29.87,211.8,18.0,137.9,6.21,9.2,2.48,1
2786,111.2,18.9,263.5,22.4,224.7,10.11,9.0,2.43,1
2787,87.7,14.91,214.8,18.26,201.3,9.06,10.8,2.92,0
2788,244.1,41.5,246.9,20.99,200.0,9.0,7.2,1.94,0
2789,165.0,28.05,127.3,10.82,284.4,12.8,7.7,2.08,0
2790,127.4,21.66,103.3,8.78,164.2,7.39,9.1,2.46,0
2791,194.8,33.12,292.7,24.88,224.6,10.11,5.5,1.49,0
2792,54.7,9.3,256.1,21.77,176.6,7.95,11.1,3.0,0
2793,283.4,48.18,224.1,19.05,241.3,10.86,14.4,3.89,0
2794,258.0,43.86,246.5,20.95,173.2,7.79,10.9,2.94,1
2795,90.5,15.39,211.7,17.99,194.9,8.77,9.3,2.51,0
2796,235.6,40.05,115.9,9.85,185.4,8.34,16.2,4.37,0
2797,142.5,24.23,231.4,19.67,131.2,5.9,10.0,2.7,0
2798,54.0,9.18,179.3,15.24,247.2,11.12,10.2,2.75,0
2799,214.8,36.52,131.0,11.14,216.9,9.76,9.4,2.54,0
2800,251.4,42.74,196.6,16.71,192.0,8.64,11.0,2.97,1
2801,139.0,23.63,250.7,21.31,286.2,12.88,6.1,1.65,0
2802,117.3,19.94,208.7,17.74,203.4,9.15,14.4,3.89,0
2803,264.0,44.88,132.2,11.24,177.7,8.0,10.6,2.86,0
2804,82.6,14.04,204.0,17.34,224.2,10.09,9.1,2.46,0
2805,175.8,29.89,253.6,21.56,128.5,5.78,11.4,3.08,0
2806,220.4,37.47,211.2,17.95,259.3,11.67,13.6,3.67,0
2807,217.0,36.89,152.3,12.95,134.3,6.04,11.8,3.19,0
2808,129.0,21.93,290.0,24.65,177.1,7.97,11.6,3.13,0
2809,150.5,25.59,152.9,13.0,215.9,9.72,3.5,0.95,0
2810,193.3,32.86,263.3,22.38,214.4,9.65,11.1,3.0,0
2811,189.5,32.22,103.8,8.82,180.6,8.13,10.8,2.92,0
2812,137.8,23.43,235.5,20.02,268.1,12.06,11.0,2.97,0
2813,129.3,21.98,142.7,12.13,258.3,11.62,12.3,3.32,0
2814,115.6,19.65,213.6,18.16,218.4,9.83,10.7,2.89,0
2815,221.9,37.72,254.7,21.65,250.5,11.27,7.2,1.94,0
2816,263.7,44.83,186.5,15.85,195.3,8.79,18.3,4.94,1
2817,61.3,10.42,194.4,16.52,143.1,6.44,11.4,3.08,0
2818,183.8,31.25,164.7,14.0,111.0,5.0,10.1,2.73,0
2819,167.4,28.46,143.8,12.22,140.1,6.3,10.3,2.78,1
2820,154.1,26.2,195.3,16.6,276.7,12.45,13.2,3.56,0
2821,252.0,42.84,170.2,14.47,209.2,9.41,5.7,1.54,0
2822,163.1,27.73,291.7,24.79,96.4,4.34,11.2,3.02,0
2823,198.3,33.71,187.0,15.9,133.5,6.01,16.6,4.48,0
2824,324.7,55.2,236.4,20.09,187.6,8.44,13.1,3.54,1
2825,128.3,21.81,215.3,18.3,143.7,6.47,14.3,3.86,0
2826,187.9,31.94,200.5,17.04,202.6,9.12,10.2,2.75,0
2827,129.2,21.96,214.1,18.2,214.9,9.67,10.3,2.78,1
2828,125.5,21.34,128.9,10.96,251.9,11.34,6.3,1.7,1
2829,257.2,43.72,224.3,19.07,204.0,9.18,12.6,3.4,0
2830,124.6,21.18,146.4,12.44,169.4,7.62,10.5,2.84,0
2831,175.1,29.77,216.9,18.44,243.7,10.97,9.9,2.67,0
2832,124.3,21.13,173.4,14.74,256.3,11.53,7.5,2.03,0
2833,271.6,46.17,156.0,13.26,136.3,6.13,11.6,3.13,0
2834,219.9,37.38,143.3,12.18,130.6,5.88,11.7,3.16,0
2835,183.3,31.16,201.4,17.12,177.4,7.98,10.4,2.81,0
2836,101.1,17.19,214.4,18.22,179.5,8.08,10.3,2.78,0
2837,203.3,34.56,228.9,19.46,222.2,10.0,14.3,3.86,0
2838,175.4,29.82,190.0,16.15,138.7,6.24,10.5,2.84,0
2839,266.0,45.22,214.6,18.24,306.2,13.78,14.2,3.83,1
2840,171.6,29.17,136.1,11.57,183.4,8.25,10.8,2.92,0
2841,78.7,13.38,225.6,19.18,150.4,6.77,14.0,3.78,0
2842,211.9,36.02,215.1,18.28,238.5,10.73,9.4,2.54,0
2843,63.7,10.83,195.8,16.64,210.1,9.45,10.0,2.7,0
2844,173.4,29.48,213.7,18.16,141.5,6.37,11.5,3.11,0
2845,237.7,40.41,207.1,17.6,182.2,8.2,4.5,1.22,0
2846,225.9,38.4,162.8,13.84,272.1,12.24,10.1,2.73,0
2847,173.0,29.41,209.4,17.8,231.1,10.4,12.2,3.29,0
2848,224.9,38.23,143.8,12.22,198.9,8.95,8.0,2.16,0
2849,237.7,40.41,181.5,15.43,185.7,8.36,7.7,2.08,0
2850,137.0,23.29,217.0,18.45,182.1,8.19,10.0,2.7,0
2851,142.5,24.23,176.1,14.97,189.6,8.53,8.2,2.21,0
2852,142.4,24.21,126.2,10.73,274.2,12.34,4.6,1.24,0
2853,147.0,24.99,197.3,16.77,267.4,12.03,8.7,2.35,0
2854,220.3,37.45,188.6,16.03,278.4,12.53,10.6,2.86,0
2855,149.2,25.36,260.7,22.16,201.0,9.05,8.1,2.19,0
2856,204.4,34.75,137.5,11.69,226.0,10.17,10.0,2.7,0
2857,216.8,36.86,207.3,17.62,228.6,10.29,5.6,1.51,0
2858,308.0,52.36,247.8,21.06,152.9,6.88,7.4,2.0,0
2859,58.0,9.86,67.5,5.74,185.9,8.37,11.5,3.11,0
2860,173.2,29.44,236.2,20.08,240.2,10.81,11.8,3.19,0
2861,210.3,35.75,241.8,20.55,215.7,9.71,13.1,3.54,0
2862,58.9,10.01,305.5,25.97,158.9,7.15,12.1,3.27,0
2863,236.8,40.26,167.1,14.2,280.2,12.61,9.7,2.62,0
2864,228.9,38.91,160.7,13.66,203.1,9.14,12.5,3.38,0
2865,90.0,15.3,276.3,23.49,185.2,8.33,8.6,2.32,1
2866,146.7,24.94,106.2,9.03,197.7,8.9,11.1,3.0,0
2867,237.3,40.34,154.0,13.09,237.0,10.67,11.2,3.02,0
2868,162.8,27.68,229.6,19.52,332.7,14.97,13.6,3.67,1
2869,186.9,31.77,256.3,21.79,334.7,15.06,8.9,2.4,0
2870,86.1,14.64,259.8,22.08,148.0,6.66,9.1,2.46,0
2871,212.3,36.09,215.4,18.31,186.8,8.41,11.3,3.05,0
2872,151.0,25.67,120.6,10.25,152.8,6.88,9.2,2.48,0
2873,158.6,26.96,130.4,11.08,229.8,10.34,6.9,1.86,0
2874,296.0,50.32,226.4,19.24,246.8,11.11,12.3,3.32,1
2875,212.3,36.09,251.5,21.38,208.7,9.39,6.6,1.78,0
2876,234.4,39.85,179.3,15.24,285.5,12.85,10.4,2.81,0
2877,176.8,30.06,187.5,15.94,196.8,8.86,6.5,1.76,0
2878,157.3,26.74,257.7,21.9,190.4,8.57,9.6,2.59,0
2879,146.6,24.92,172.8,14.69,173.8,7.82,10.0,2.7,0
2880,260.5,44.29,102.4,8.7,129.7,5.84,9.8,2.65,0
2881,146.1,24.84,277.4,23.58,137.7,6.2,6.2,1.67,0
2882,124.5,21.17,141.2,12.0,268.2,12.07,11.4,3.08,1
2883,209.4,35.6,237.4,20.18,239.2,10.76,9.8,2.65,0
2884,285.7,48.57,167.5,14.24,260.0,11.7,8.7,2.35,1
2885,190.9,32.45,161.4,13.72,231.9,10.44,8.4,2.27,0
2886,144.4,24.55,264.6,22.49,185.4,8.34,9.9,2.67,0
2887,208.8,35.5,132.9,11.3,136.7,6.15,11.1,3.0,0
2888,77.6,13.19,207.0,17.6,255.7,11.51,10.9,2.94,0
2889,271.1,46.09,237.4,20.18,145.4,6.54,8.4,2.27,1
2890,240.8,40.94,144.5,12.28,125.7,5.66,11.6,3.13,0
2891,114.8,19.52,192.6,16.37,259.0,11.66,12.2,3.29,0
2892,138.8,23.6,142.0,12.07,183.8,8.27,11.8,3.19,0
2893,209.8,35.67,155.0,13.18,251.5,11.32,7.2,1.94,0
2894,134.9,22.93,248.4,21.11,236.2,10.63,14.7,3.97,0
2895,164.0,27.88,153.1,13.01,123.8,5.57,6.4,1.73,0
2896,245.5,41.74,192.7,16.38,141.7,6.38,9.1,2.46,0
2897,80.3,13.65,199.9,16.99,170.8,7.69,16.6,4.48,0
2898,90.7,15.42,207.5,17.64,169.4,7.62,5.6,1.51,0
2899,190.3,32.35,256.6,21.81,214.9,9.67,3.8,1.03,0
2900,108.6,18.46,209.9,17.84,222.6,10.02,7.9,2.13,1
2901,89.8,15.27,233.2,19.82,165.7,7.46,9.3,2.51,1
2902,252.4,42.91,187.8,15.96,259.6,11.68,10.0,2.7,0
2903,183.4,31.18,269.1,22.87,203.5,9.16,6.7,1.81,0
2904,183.4,31.18,141.9,12.06,200.4,9.02,10.4,2.81,0
2905,155.2,26.38,135.9,11.55,184.6,8.31,3.8,1.03,0
2906,165.8,28.19,186.9,15.89,249.7,11.24,0.0,0.0,0
2907,209.4,35.6,273.8,23.27,150.2,6.76,12.8,3.46,0
2908,279.3,47.48,201.6,17.14,280.8,12.64,7.9,2.13,1
2909,174.1,29.6,99.1,8.42,211.6,9.52,7.7,2.08,0
2910,175.7,29.87,184.6,15.69,156.9,7.06,9.1,2.46,0
2911,256.5,43.61,222.1,18.88,156.7,7.05,13.0,3.51,0
2912,170.2,28.93,187.5,15.94,119.5,5.38,4.3,1.16,0
2913,139.6,23.73,250.2,21.27,158.1,7.11,10.8,2.92,0
2914,208.8,35.5,142.1,12.08,214.6,9.66,12.5,3.38,0
2915,210.1,35.72,248.9,21.16,158.6,7.14,14.4,3.89,0
2916,113.6,19.31,158.6,13.48,187.7,8.45,10.5,2.84,0
2917,202.6,34.44,163.0,13.86,268.1,12.06,8.3,2.24,0
2918,174.4,29.65,265.8,22.59,182.4,8.21,0.0,0.0,0
2919,210.6,35.8,164.2,13.96,201.4,9.06,9.4,2.54,0
2920,121.5,20.66,253.0,21.51,195.7,8.81,10.7,2.89,0
2921,127.8,21.73,181.6,15.44,197.3,8.88,15.9,4.29,0
2922,135.2,22.98,242.0,20.57,246.9,11.11,10.2,2.75,0
2923,99.4,16.9,275.0,23.38,212.1,9.54,16.7,4.51,0
2924,276.9,47.07,246.9,20.99,254.4,11.45,10.3,2.78,1
2925,163.4,27.78,240.1,20.41,164.0,7.38,11.6,3.13,1
2926,287.4,48.86,235.3,20.0,292.1,13.14,5.0,1.35,1
2927,120.5,20.49,227.8,19.36,158.5,7.13,10.2,2.75,0
2928,184.1,31.3,204.9,17.42,224.3,10.09,9.8,2.65,0
2929,185.0,31.45,232.5,19.76,191.1,8.6,14.9,4.02,0
2930,160.9,27.35,144.2,12.26,120.4,5.42,12.9,3.48,0
2931,207.6,35.29,251.6,21.39,191.6,8.62,10.9,2.94,0
2932,209.2,35.56,0.0,0.0,175.4,7.89,11.8,3.19,0
2933,158.4,26.93,306.6,26.06,144.2,6.49,2.1,0.57,0
2934,149.0,25.33,131.0,11.14,238.6,10.74,8.6,2.32,1
2935,204.5,34.77,208.8,17.75,224.0,10.08,9.8,2.65,0
2936,288.8,49.1,175.9,14.95,215.4,9.69,9.5,2.57,1
2937,108.6,18.46,206.4,17.54,126.3,5.68,13.4,3.62,0
2938,97.5,16.58,260.4,22.13,88.7,3.99,7.0,1.89,0
2939,166.5,28.31,261.0,22.19,262.7,11.82,13.3,3.59,0
2940,156.2,26.55,90.0,7.65,205.1,9.23,7.3,1.97,0
2941,225.2,38.28,256.8,21.83,249.7,11.24,11.5,3.11,0
